argouml;org/argouml/uml/diagram/use_case/ui/FigUseCase.java;1005;1008;10;1;1;3
argouml;org/argouml/uml/diagram/use_case/ui/StylePanelFigUseCase.java;96;105;4;5;3;8
argouml;org/argouml/uml/generator/ui/ClassGenerationDialog.java;149;152;4;1;0;2
argouml;org/argouml/uml/generator/ui/ClassGenerationDialog.java;160;163;3;1;2;19
argouml;org/argouml/uml/generator/ui/ClassGenerationDialog.java;192;194;6;1;0;12
argouml;org/argouml/uml/reveng/Import.java;303;308;19;1;0;12
argouml;org/argouml/uml/reveng/Import.java;382;400;3;1;0;1
argouml;org/argouml/uml/reveng/Import.java;600;602;3;1;2;12
argouml;org/argouml/uml/reveng/Import.java;911;913;3;1;0;1
argouml;org/argouml/uml/reveng/Import.java;925;927;18;1;0;1
argouml;org/argouml/uml/reveng/Import.java;1043;1064;14;1;0;7
argouml;org/argouml/uml/reveng/Import.java;1071;1092;21;1;0;1
argouml;org/argouml/uml/reveng/Import.java;1100;1128;9;1;2;13
argouml;org/argouml/uml/reveng/Import.java;1113;1124;21;2;2;11
argouml;org/argouml/uml/reveng/ui/RESequenceDiagramDialog.java;219;243;11;2;1;7
argouml;org/argouml/uml/reveng/ui/RESequenceDiagramDialog.java;248;258;13;1;0;2
argouml;org/argouml/uml/ui/behavior/state_machines/PropPanelCallEvent.java;93;107;9;3;1;6
argouml;org/argouml/uml/ui/SourcePathDialog.java;99;110;5;2;1;5
argouml;org/argouml/uml/ui/SourcePathDialog.java;184;188;19;1;1;3
argouml;org/argouml/uml/ui/TabSrc.java;177;195;8;2;7;14
argouml;org/argouml/uml/ui/TabStereotype.java;292;300;7;2;1;4
argouml;org/argouml/uml/ui/TabStereotype.java;311;318;7;1;0;1
argouml;org/argouml/uml/ui/TabStereotype.java;329;336;11;1;1;3
argouml;org/argouml/uml/ui/TabTaggedValues.java;249;262;17;1;3;7
argouml;org/argouml/uml/ui/UMLAddDialog.java;253;269;3;4;1;5
argouml;org/argouml/uml/ui/UMLAddDialog.java;337;339;6;1;1;6
argouml;org/argouml/uml/ui/UMLComboBox2.java;90;95;20;1;0;3
argouml;org/argouml/uml/ui/UMLComboBoxNavigator.java;113;134;6;2;4;7
argouml;org/argouml/uml/ui/UMLComboBoxNavigator.java;136;142;3;1;3;7
argouml;org/argouml/uml/ui/UMLEditableComboBox.java;297;299;3;1;0;1
argouml;org/argouml/uml/ui/UMLExpressionBodyField.java;110;112;3;1;0;2
argouml;org/argouml/uml/ui/UMLExpressionBodyField.java;117;119;3;1;0;2
argouml;org/argouml/uml/ui/UMLExpressionBodyField.java;124;126;3;1;0;2
argouml;org/argouml/uml/ui/UMLExpressionLanguageField.java;87;89;3;1;0;2
argouml;org/argouml/uml/ui/UMLExpressionLanguageField.java;94;96;3;1;0;2
argouml;org/argouml/uml/ui/UMLExpressionLanguageField.java;101;103;9;1;0;2
argouml;org/argouml/uml/ui/UMLLinkMouseListener.java;85;96;5;1;1;5
argouml;org/argouml/uml/ui/UMLList2.java;90;94;5;1;0;1
argouml;org/argouml/uml/ui/UMLList2.java;98;102;5;1;0;1
argouml;org/argouml/uml/ui/UMLList2.java;106;110;5;1;0;1
argouml;org/argouml/uml/ui/UMLList2.java;114;118;5;1;0;1
argouml;org/argouml/uml/ui/UMLList2.java;122;126;9;1;0;1
argouml;org/argouml/uml/ui/UMLMutableLinkedList.java;276;284;9;1;1;6
argouml;org/argouml/uml/ui/UMLMutableLinkedList.java;289;297;9;1;1;4
argouml;org/argouml/uml/ui/UMLMutableLinkedList.java;340;348;3;1;1;3
argouml;org/argouml/uml/ui/UMLMutableLinkedList.java;353;355;3;1;1;4
argouml;org/argouml/uml/ui/UMLMutableLinkedList.java;359;361;3;1;0;4
argouml;org/argouml/uml/ui/UMLStimulusActionTextField.java;103;106;3;1;0;3
argouml;org/argouml/uml/ui/UMLStimulusActionTextField.java;111;114;3;1;0;3
argouml;org/argouml/uml/ui/UMLStimulusActionTextField.java;119;124;3;1;0;4
